tweet,processed_text,class
&#8220;@Dat_Bitch_Jay: Omarion ol girl w/ this negative ass vibe ! I hate mamas like her &#128530; hoe need to be &#128165;&#128074;&#128165;&#8221;,omarion girl negative ass vibe hate mama like hoe ne,1
&#8220;@DavetheBrave1: I like how @Virgilio_LLA thinks I'm talking to hoes..HELL NAH! Lol&#8221; my bad I forgot you ain't got hoes like vdawg do,like think talk hoeshell nah lol bad forgot aint got hoe like vdawg,1
&#8220;@DavetheBrave1: I wish you were here...&#8221; Stop crying bitch I'm omw back already haha,wish stop cry bitch omw back already haha,1
"&#8220;@DavetheBrave1: Watching #AttackofTitan on @adultswim&#8221; bro you a HAN for stealing my tweet, bitch ass nigga",watch attackoftitan bro han steal tweet bitch ass nigga,1
&#8220;@Dedicated_03: Wassup twitter &#128518; http://t.co/rNeTkFXm7f&#8221; wassup bitch !!,wassup twitter wassup bitch,1
"&#8220;@DeePaul19: I ain't got no type, white bitches is the only thing that I like!&#8221; #dead &#128514;&#128557;",aint got type white bitche th like dead,1
&#8220;@Deeiiggee: My dog like scratches at the floor before he lays down.. He's weird&#8221; buddy's normal your weird bitch,dog like scratche floor lay hes weird buddy normal weird bitch,1
&#8220;@Deuce1990: What will the Lakers be after kobe&#8221; trash,laker kobe trash,2
"&#8220;@DevJayAintShit: these hoes ain't loyal &#128557;

https://t.co/hiMKk7fYxB&#8221;&#128557;",hoe aint loyal,1
"&#8220;@DickFurari: HELL YA THEY SHOULD MAKE MORE MALT LIQUOR ADS LIKE THIS. http://t.co/H0JGORtnF8&#8221;

- Dis be heaven fo a colored man",hell make malt liquor ads like dis heaven color man,0
&#8220;@DipEx_YRichN: Why that hoe crying In her mugshot&#8221;&#128514;&#128514;&#128514;&#128514; bruh,hoe cry mugshot bruh,1
&#8220;@Ditto_Guwop: All these hoes been passed around to a Cleveland niggah&#8221;,hoe pass around cleveland niggah,1
"&#8220;@DrMalvo: @woods_lamar 

http://t.co/ChNxcPLZWR&#8221;

Hidey hidey hoe! White folk be all noyvous round coloreds",hidey hidey hoe white folk noyvou round colored,1
"&#8220;@DrakeTakeCare12: You don&#8217;t listen when I talk, maybe you&#8217;ll listen when I walk.&#8221; That bitch still won't listen",dont listen talk maybe youll listen walk bitch still wont listen,1
&#8220;@DramaDough: &#8220;@naraBprettyass: Crip bitches b dusty asf&#8221;&#128514;&#128514;&#128514;&#128553;&#8221;&#128514;,crip bitche dusty asf,1
&#8220;@DreStiles &#8220;@DrTruth247: Buddy drug the whole train lmao good ... extra ass hoes&#8221; hate them NY hoes&#8221;me too,buddy drug whole train lmao good extra ass hoe hate hoesme,1
&#8220;@DreamGirlsOnly: &#128525; http://t.co/w43KPs9Zp0&#8221; now this hoe bad,hoe bad,1
&#8220;@DrummerKid0328: Reggie gives me headaches my niggah &#128545;&#128567;&#8221;&#128175;&#128175;,reggie give headache niggah,1
&#8220;@DualWieldKatana: After you get done running train on a bitch thats on her period http://t.co/DWgHtGA936&#8221; &#128514;&#128514;&#9995; no that's nasty,get done runn train bitch that period that nasty,1
&#8220;@DueceDaGod: @JefDaBest I'm on my Y.U shit using LinkedIn at work b&#8221; lmfaoo bagging them linkiden hoes lol,shit us linkedin work lmfaoo bagg linkiden hoe lol,1
&#8220;@DuhItsAdrii: How bitch how ?&#8221;&#128514; FRESH?,bitch fresh,1
&#8220;@DukeAlexMoore: Malibus on a come-up but in other news she mean denna hoe and not even light skinedddd http://t.co/SGGOkjTScH&#8221; HAHAHA!!,malibu comeup new mean denna hoe even light skinedddd hahaha,1
&#8220;@DuncanHines_: @KB_Three fck you nigger&#8221; lol jk bra,fck nigger lol bra,1
"&#8220;@EBR_Chiefington: Dej loaf ever bitch wc today, all it takes is a lil juice and these bitches want you&#8221;",dej loaf ever bitch today take lil juice bitche want,1
&#8220;@EdgarGuillenjr: Lol good now I got them nasty rednecks off my back I can take care of business&#8221; @BlakeAnderson21 @Dalton_ryann he serious,lol good got nasty redneck back take care busines seriou,1
"&#8220;@El_Grillo1: Islamic State suspects in Indonesia are Chinese Uighurs http://t.co/58IDicaHzT&#8221;
Uighur Jihadis: they're not just a PRC tool.",islamic state suspect indonesia chinese uighur uighur jihadi theyre prc tool,2
&#8220;@Emoney25_: @West305 @_ImJustDede Ima whoop this boy!&#8221; It's nothing you bean head ass bitch,ima whoop boy noth bean head ass bitch,1
&#8220;@Erikaj00: &#8220;@Hazel_Dot_Com: Hell naw. RT @Dexluger: I wanna see this! http://t.co/u1dqv3EEV3&#8221; yes! Lol&#8221;trash as hell,hell naw wanna see yes loltrash hell,1
&#8220;@Erikaj00: I saw a girl scratch her private today.. What that mean?&#8221; Don't fuck her right in the pussy,saw girl scratch private today mean dont fuck right pussy,1
&#8220;@Erikaj00: Killin in tekken 6 &#128526;&#8221; lies you trash,killin tekken lie trash,1
&#8220;@FRATernize: I want to be obsessed with someone and I want someone to be obsessed with me&#8221;then u might have to kill the bitch&#128563;,want obsess someone want someone obsess methen might kill bitch,1
&#8220;@FREDOSANTANA300: Up making plays&#8221; can I have my slut bitch girlfriend u always rap about back yet?,mak play slut bitch girlfriend alway rap back yet,1
&#8220;@FabianMleal: I'm fucking tired. Ending the night with some rips&#127809;&#128293;&#8221; so much for hitting me up bitch,fuck tir end night rip much hitt bitch,1
&#8220;@FliirtNextDoor: If yo pussy stank ; u wasn't raised correctly&#8221;lmao,pussy stank wasnt rais correctlylmao,1
&#8220;@FliirtNextDoor: Phat pussy &#128525;&#128553;&#128166;&#128166;&#128166;&#128520;: http://t.co/Cbel8h29e1&#8221;that looks like a scrotum,phat pussy look like scrotum,1
&#8220;@Fly_Air_Walker: Everybody entitled to they own opinion tho.&#8221; Not that bitch she need to shut up &amp; sit the fuck down,everybody entitl opinion tho bitch ne shut sit fuck,1
&#8220;@ForeverrrJadaaa: huge nips scary me&#8221; they scary me too,huge nip scary scary,1
"&#8220;@FreakyAbandoned: Mental Asylum in Dallas Texas, 1980's. http://t.co/03S8dEsEzq&#8221; should I go find this hoe?",mental asylum dalla texa find hoe,1
&#8220;@FreddieGibbs: Tea bag a bitch.&#8221; Pahahaha,tea bag bitch pahahaha,0
&#8220;@FreeBlizz_ICBC: If I posted pics of everything I do in my life yall hoes would fall in love !&#8221;don't kill em Channing,post pic everyth life yall hoe would fall love dont kill chann,1
"&#8220;@FriendlyAssh0le: 5'3 200 lbs aint thick bitch, you a fucking warthog&#8221;&#128514;",lbs aint thick bitch fuck warthog,1
"&#8220;@FriendlyAssh0le: You fat bitches needa stop biting your lips when you take pictures. Y'all look hungry, not sexy.&#8221;&#128514;&#128514;&#128588;",fat bitche needa stop bit lip take picture yall look hungry sexy,1
&#8220;@FriendlyAssh0le: how bitches be looking the first day of school. http://t.co/OpSkH1xZGb&#8221;&#128514;,bitche look first day school,1
&#8220;@FukknTyler: @lil_aerii LIGHTSKIN MF LMFAOOO&#8221; ight white bitch lol &#128299;&#128299;,lightskin lmfaooo ight white bitch lol,1
&#8220;@FullaCharisma And happy to be hoes too. Smh.&#8221;better than being in denial,happy hoe smhbetter denial,1
"&#8220;@FunnyPicsDepot: ""fucking white people"" http://t.co/uyjGzuX4Cc&#8221; bitch wut?",fuck white people bitch wut,0
&#8220;@FunnyPicsDepot: All the seniors young side hoes gonna be at graduation like http://t.co/qFDBBu4hPV&#8221;,senior young side hoe gonna graduation like,1
&#8220;@FunnyPicsDepot: Realist bitch to ever step foot on a soccer field http://t.co/CSfigYQuT4&#8221; every team has a bitch like this,realist bitch ever step foot soccer field every team bitch like,1
&#8220;@FunnyPicsDepot: When the nigga with the aux cord playin some trash shit http://t.co/LMP5BeplVy&#8221; @JWilko7,nigga aux cord playin trash shit,1
&#8220;@FunnyPicsDepot: bitch in the middle look like a daddy long leg &#128557; https://t.co/f2L8dpbrES&#8221;@KellieNehls,bitch middle look like daddy long leg,1
&#8220;@FunnyPicsDepot: how black bitches drive when they song come on https://t.co/u50OmK2JY6&#8221;@KellieNehls @smichellelo,black bitche drive song come,1
&#8220;@Future_Reich: All y'all some fucking coons&#8221; http://t.co/wU7r3OBxhR,yall fuck coon,1
&#8220;@FxckAshUK: @TheKaosYatti Ain't my gf you lil nigguh stfu &#128557;&#128514;&#8221; glory be to GOD then lmfaooooooo &#128557;&#128554;&#128517;,aint lil nigguh stfu glory god lmfaooooooo,1
&#8220;@GANGLANDABBY: What these bitches want from ah nigga &#128526;&#8221;,bitche want nigga,1
&#8220;@GFCRich: If Beyonce &amp; Kim Kardashian have no problem sucking their mans dick then you average looking broke bitches shouldn't neither&#8221; &#9994;,beyonce kim kardashian problem suck man dick average look broke bitche shouldnt neither,1
&#8220;@GUCCISAYBUR: if u say ur a mermaid it obviously means ur pussy is fishy&#8221;,say mermaid obvious mean pussy fishy,1
&#8220;@G_Anderson4: I'm Dre's a bitch tho&#8221; &#128527;,dre bitch tho,1
"&#8220;@G_Anderson4: Oh my dogs pussy is so tight, time to loosen it &#128527;.""",dog pussy tight time loosen,1
&#8220;@G_Coppo: &#128557;&#128557;&#128557;&#128557; RT @ShardDaGawd: When you go down to eat the pussy and it smells tangy http://t.co/oF09PiyL8b&#8221;&#128557;&#128557;,eat pussy smell tangy,1
&#8220;@Garricka_: Ima just block you hoes out!&#8221;or block em either one lol,ima block hoe outor block either one lol,1
&#8220;@GaryTweets__: It's my dogs birthday &#10084;&#65039;&#8221; you should get it a bad bitch &#128521; #punny,dog birthday get bad bitch punny,1
"&#8220;@GdoubleT: @BrianMC630 find a loyal ho&#8221;

@finntasticccc &#128521;",find loyal,1
&#8220;@GianneNichole: Lakers really trash.&#8221;&#128686;,laker real trash,2
&#8220;@GiantRaiderKing: @nomaambundy92 fag&#8221; but Tony :(,fag tony,1
"&#8220;@GlitteredInPink: ""@West305: Bored as hell."" Shoulda answered my phone calls bitch&#8221; i rather be bored.",bor hell shoulda answer phone call bitch rather bor,1
"&#8220;@GlitteredInPink: @West305 you like 5'8, you needs to&#8221;....1. You a hoe. 2. i'm 5'10(breaking11) 3.suck my dick.",like need hoe break suck dick,0
&#8220;@GlitteredInPink: You gotta fuck every race just to see which dick/pussy you like the best.&#8221; thot,gotta fuck every race see dickpussy like best thot,1
"&#8220;@Godbody_ream: I couldn't hit a woman with a penis and pussy, I don't care how sexy or rich she is&#8221;&#128563;",couldnt hit woman peni pussy dont care sexy rich,1
"&#8220;@GoldieMack_: &#8220;@Treslyon: @GoldieMack_ shit where you from&#8221;

Baltimore...&#8221; Man them hoes fine &amp; crazy",shit baltimore man hoe fine crazy,1
&#8220;@Goldmind___: Smoke good weed with a bad bitch&#8221;&#128079;,smoke good we bad bitch,1
&#8220;@GreatGawd: Name something trash&#8221; Cavs,name someth trash cav,2
&#8220;@GreatScottnyc: Can't a bitch living say I brought her MICHAEL Kors&#8221; we need more guys like you &#128588;,cant bitch liv say brought michael kor ne guy like,1
&#8220;@GreaterThn: for all the bad bitches out there http://t.co/ESXBexvKEs&#8221;Lets go have some fun&#128536; @ambernicolee05 &#128514;&#128514;&#128514;,bad bitche fun,1
"&#8220;@Greg_Jon3s: I hope my future wife, who ever she might be, is sleeping or studying instead if being a hoe right now&#8221; nigga shutcho asss up",hope future wife ever might sleep study instead hoe right nigga shutcho ass,1
"&#8220;@GrumpyCatTalkin: I'm sorry I offended you when I called you a bitch, I honestly thought you knew.&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;",sorry offend call bitch honest thought knew,1
&#8220;@H8UHOES: Lmao lexy such a hoe &#128514;&#8221; lmfaooo,lmao lexy hoe lmfaooo,1
&#8220;@HaiFuckedYoGirl: Eat her pussy nd look at her like this &#128540;&#128541;&#128540; http://t.co/ksazoyurxv&#8221;@KellieNehls,eat pussy look like,1
&#8220;@HaitianCocaine_: FML &#128545; My period on !&#8221; Can't pop that pussy now huh?,fml period cant pop pussy huh,1
"&#8220;@HarrysBoyLouis: &gt;&gt; Homecoming in 2 days &lt;&lt; http://t.co/M6r2lWAFRV&#8221;

Bet u didn't even have a date bitch, I just went and say in the corner",homecom day bet didnt even date bitch went say corner,1
"&#8220;@HerMoufPiece: They be hating on my girl tho, but they wish they was the bitch they hating&#8221; this song go",hat girl tho wish bitch hat song,1
&#8220;@HerTruMetier: &#8220;@what_evaittakes: Bout to get a breasts reduction these bitches be in the way&#128530;&#8221;&#128514;&#128514;&#128514;&#8221;so serious&#128553;&#128553;&#128553;,bout get breast reduction bitche wayso seriou,1
&#8220;@Hermosa_Jayy: Can I bring anotha bitch or nah &#128527;&#8221;,br anotha bitch nah,1
&#8220;@HeyKeifer: Golden Oreos &#128016; regular Oreos &#128686;&#8221; YES!!!,golden oreo regular oreo yes,2
&#8220;@HeyKeifer: Oreos are basically dirt circles with cream.&#8221; True.,oreo basical dirt circle cream true,2
"&#8220;@Hi__________Bye: Damn this bitch always gets hit on by The
 hottest guys n makes them feel stupid @UglyAssAyeKay&#8221; i got called an ego kill",damn bitch alway get hit hottest guy make feel stupid got call ego kill,1
&#8220;@HighClassCapri: @what_evaittakes lmao I minds well be a hoe for all that &#128528;&#8221;&#128563;&#128563; I ain't mean like that girl lol,lmao mind well hoe aint mean like girl lol,1
&#8220;@HighClassCapri: @what_evaittakes lmao definitely not &#127814;&#8221;&#128553;&#128553;&#128553; I was bout to say don't front bitch that shit a freeway,lmao definite bout say dont front bitch shit freeway,1
&#8220;@HighClassCapri: @what_evaittakes no bitch hurry up lol&#8221;im so hungry I can't focus&#128553;,bitch hurry lolim hungry cant focu,1
&#8220;@HighClassCapri: @what_evaittakes ohhhhh yes bitch yesss&#8221;u ready T?&#128527;&#128520;,ohhhhh yes bitch yesssu ready,1
&#8220;@HighClassCapri: @what_evaittakes woke up and bitches was not here lol&#8221;I wasn't angry wit my hoes&#128514;,woke bitche loli wasnt angry wit hoe,1
"&#8220;@HighClassCapri: Ima show my ass tonight, I can feel it &#128586;&#8221;omgggg I was thinking the same shit bitch&#128553;&#128553;",ima show ass tonight feel omgggg think shit bitch,1
"&#8220;@Highfromthe90s: A lot of women who claim they are yellow are actually red, color blind mother fuckas&#8221; I'm yellow tho &#128129;&#127773;",lot women claim yellow actual red color blind mother fucka yellow tho,1
&#8220;@HughSpliffner: J Cole is trash. I've been saying this for years. Fuck him&#8221; Lol.,cole trash ive say year fuck lol,1
&#8220;@HumbleTeej: @elisabethepps where am I on this rating scale???&#8221; Depends. You still wearing them colored contacts or naw?,rat scale depend still wear color contact naw,2
"&#8220;@IAmClatonBigsby: Bout to ride my horse, to come fuck yo bitch.&#8221;Ooh @ em tho",bout ride horse come fuck bitchooh tho,1
&#8220;@IAm_Cream: &#128514;RT @DontGetGrandHoe: When y'all hoes going to learn how to spell&#8221; &#128588;&#128588;,yall hoe go learn spell,1
&#8220;@ICEom @SupurMario27 coolin my nig ( @1TIMMYTEE voice)&#8221; uhhee ( @ICEom laugh),coolin nig voice uhhee laugh,1
"&#8220;@IG4hunnit: Yeah you played me, Yeah you got what you wanted. But jokes on you, You about to be a daddy bitch. http://t.co/zCVdyVhvc7&#8221;bruh&#128557;",yeah play yeah got want joke daddy bitch,1
&#8220;@IIXIXIII: Honesty is all I ask for&#8221; you ugly then a hoe then,honesty ask ug hoe,1
"&#8220;@IIiirb: Bouta let Banko kno, I'm goin be a Ronneagle &#128514;&#128527;&#8221; bitch&#128514;&#128529;",bouta let banko kno goin ronneagle bitch,1
&#8220;@ITSMeESPERANZA_: &#8220;@nhalegood: When hoes feel like their photo didnt get enough favorites http://t.co/xezFP0uybA&#8221; that's me &#128129;&#128128;&#8221; thirsty ass,hoe feel like photo didnt get enough favorite that thirsty ass,1
&#8220;@I_DontKIAra: done w. All these fuck niggas &#128554;&#128514; snip snip hoe &#9996;&#65039;&#9986;&#65039;&#8221; stfu,done fuck nigga snip snip hoe stfu,1
&#8220;@Iamjayla__: @WB_Pooh_3x Bol that called the girl a bitch&#8221;Oharrd coo I'm both of them tho &#128526;&#128076;&#128175;,bol call girl bitchoharrd coo tho,1
"&#8220;@IdLikeToCare: @idpetition Wow, putting a whole manifesto up using TwitLonger. 

And by a Canadian. Hey hoser....how many will you adopt?",wow putt whole manifesto us twitlonger canadian hey hoserhow many adopt,1
